1.579497,1.084041,1.528430,0.705400
4.824321,3.418803,4.771184,3.806422
2.741315,1.686844,2.361125,2.850920
5.344180,3.712805,5.241434,3.009539
3.490798,2.375014,3.345729,1.462647
1.983332,1.413510,1.982527,1.813989
6.016589,4.257980,6.010111,6.554825
2.913514,1.986302,2.798061,4.182270
2.953488,1.808386,2.543073,1.730331
2.092491,1.193295,1.671446,3.480630
1.081442,0.667088,0.937502,1.440021
4.869165,3.453978,4.859747,5.381433
0.926813,0.488100,0.684218,2.119076
1.309556,0.770722,1.081211,0.519479
5.555584,3.930068,5.549690,6.028609
1.717403,1.215769,1.682655,1.335698
4.677510,3.344967,4.662267,4.133685
1.750000,1.205543,1.699024,0.942869
3.234251,2.287757,3.231629,3.197044
2.216657,1.577480,2.210080,1.718882
2.338649,1.666783,2.324977,2.997772
6.748319,4.712103,6.646717,9.194018
3.015877,2.153692,3.012713,2.975844
4.245067,3.009465,4.243167,3.994878
3.068040,1.933226,2.730041,0.361467
2.759344,1.959816,2.753478,2.742744
6.297629,4.442487,6.273762,7.305419
0.315161,0.224699,0.310371,0.258958
2.461347,1.691848,2.388488,1.269325
6.568120,4.644237,6.548512,6.540516
3.997140,2.739899,3.857061,1.671205
3.251775,2.221628,3.128659,1.225679
5.707672,4.044290,5.707348,5.599873
4.085857,2.860159,4.022230,4.895257
2.846164,2.010585,2.830014,3.158708
2.034339,1.390199,1.962520,1.029016
3.475744,2.453225,3.425640,4.366132
1.461436,1.006507,1.416436,0.659451
4.384196,3.035696,4.283951,5.797053
5.720508,4.034124,5.688368,3.965829
2.990664,2.115726,2.974881,3.276697
2.335658,1.407902,1.986150,3.723969
0.901822,0.562664,0.791690,0.016398
3.340201,1.999659,2.807108,6.739872
3.712016,2.513109,3.535075,5.596361
3.004481,2.116265,2.975783,1.902053
2.504400,1.743804,2.461002,1.946669
1.913786,1.154047,1.626017,0.034580
3.818042,2.640688,3.725845,1.904069
2.434650,1.478539,2.065439,4.516777
5.086452,3.602544,5.084527,5.435054
2.510206,1.640219,2.307683,0.763172
2.994976,1.981712,2.797136,2.575801
2.202778,1.478243,2.084202,0.537840
2.703580,1.662719,2.317179,2.684341
4.718341,3.154535,4.452792,6.155690
0.707179,0.475226,0.662379,1.087046
8.729264,6.181781,8.723010,9.003552
6.397345,4.530335,6.396817,6.259199
5.128075,3.617491,5.100841,5.980749
8.017453,5.664448,7.994234,8.279713
1.897742,1.158492,1.633664,2.840130
5.505212,3.206519,4.504259,11.070958
2.541552,1.753752,2.474223,1.472879
7.721239,5.429709,7.653621,5.712508
4.955847,3.468789,4.891235,3.522009
3.730690,2.631535,3.702136,2.865422
5.643580,3.992555,5.629867,4.935940
4.038097,2.868236,4.035188,4.428320
0.914806,0.566536,0.797524,1.891653
6.399042,4.540872,6.398506,6.770624
2.113518,1.438395,2.019044,0.867331
1.871316,1.241039,1.744499,2.641018
2.413920,1.694948,2.390546,1.791048
0.837081,0.499168,0.694559,0.220331
1.251086,0.819393,1.153376,1.788683
0.805823,0.495466,0.686988,0.728215
8.827130,6.222862,8.766431,9.432113
5.520521,3.865502,5.441054,6.913330
8.135883,5.702819,8.056068,10.151990
2.695195,1.910905,2.686239,2.919766
2.843807,1.763906,2.485635,0.753851
3.001474,1.712622,2.409561,1.557794
6.140259,4.342211,6.107419,6.184433
1.172866,0.835764,1.171567,1.139118
0.792693,0.564700,0.790874,0.747706
4.688192,3.327365,4.639577,3.783638
7.802511,5.447209,7.689911,5.692602
8.834516,6.226402,8.792597,6.548424
7.072644,4.994393,7.051733,7.859408
2.541409,1.661979,2.323708,4.518871
3.568067,2.417989,3.408377,1.469884
8.651401,6.050068,8.550962,6.897660
1.381211,0.957682,1.341953,1.842457
2.913682,2.054943,2.900830,3.277968
1.814603,1.041811,1.467492,0.345212
3.047065,2.150970,3.033509,2.335777
1.914925,1.246198,1.756954,3.154253
5.237641,3.686324,5.201295,5.905100
8.170492,5.760643,8.123712,6.562423
3.112035,2.198505,3.089564,2.061955
1.007281,0.665029,0.914363,1.987331
0.981343,0.670607,0.933488,0.662610
3.186233,2.185541,3.074474,1.468749
4.925011,3.486990,4.924108,4.981947
1.545137,0.895854,1.261841,0.560632
3.767265,2.630065,3.708233,5.305345
2.043355,1.346034,1.882410,0.064490
3.650797,2.452479,3.464722,4.746805
4.051327,2.789987,3.921584,2.231247
2.929631,2.026619,2.854629,3.687044
1.373775,0.946030,1.330150,0.621806
4.833772,3.420706,4.829074,4.838958
4.182270,2.994969,4.173989,3.635190
3.789131,2.231588,3.138586,6.538867
2.655599,1.901987,2.655222,2.624640
1.792710,0.928169,1.306737,4.038373
3.010512,2.129246,2.995590,2.381449
1.998250,1.412912,1.988920,2.017143
7.750939,5.475592,7.726114,8.668522
1.425367,0.846407,1.186706,1.327715
3.481566,2.460978,3.472398,3.812846
0.496767,0.311714,0.419176,0.553777
1.483190,0.991629,1.400578,0.497308
7.176649,5.002706,7.065663,5.475542
6.630121,4.676190,6.598314,5.610511
2.676885,1.693012,2.384815,3.465788
6.707846,4.752354,6.706572,6.911299
5.257950,3.202505,4.514102,0.990492
3.795149,2.667264,3.764481,2.595582
6.169896,4.374900,6.169520,6.052837
0.237156,0.153435,0.207334,0.407301
6.851371,4.859733,6.847458,7.414292
0.612243,0.389851,0.529823,0.764665
3.281101,2.154734,3.030219,2.368272
0.991577,0.713632,0.984759,1.105894
3.543100,2.506029,3.530065,3.874203
2.384891,1.653580,2.320144,3.110952
4.248579,2.823413,3.974194,0.433511
5.129458,3.012726,4.229220,10.492163
3.814572,2.616025,3.690861,1.882093
3.811558,2.674037,3.771903,2.814125
2.241867,1.564166,2.190708,3.018672
2.431307,1.411123,1.987053,0.560239
8.371380,5.890631,8.318947,10.201710
0.896395,0.499304,0.687101,0.279511
4.343119,3.073115,4.339708,4.155927
3.874399,2.703406,3.815953,1.747851
2.864662,1.670399,2.354150,5.171250
3.973024,2.701061,3.793953,2.794167
3.241299,2.301672,3.226580,2.643273
0.967588,0.653746,0.904003,0.313594
0.939541,0.429650,0.595711,0.155148
0.641777,0.393102,0.545422,0.475047
0.779349,0.565352,0.778506,0.736634
1.397950,0.867955,1.212551,0.264418
1.908389,1.332355,1.862338,1.196225
6.414551,4.542074,6.412615,6.156205
5.639631,3.498965,4.910450,0.156323
2.580627,1.814734,2.554334,2.215290
2.823278,1.877839,2.626988,0.972583
2.826453,1.900107,2.681217,4.292628
5.447449,3.829283,5.395868,6.419465
1.425289,0.983799,1.376547,0.851240
3.801590,2.568700,3.606083,5.660303
0.430019,0.291262,0.382288,0.770213
2.363767,1.635103,2.299566,0.797781
2.891231,1.847341,2.597015,0.896124
1.103773,0.680148,0.953761,1.894187
4.452289,2.685326,3.796811,0.140680
7.384424,4.935293,6.972803,2.741446
3.488055,2.462607,3.465718,2.610453
6.735286,4.762153,6.726519,7.520231
3.576090,2.528578,3.571474,3.492686
3.030529,2.119040,2.991060,2.034342
0.645483,0.440779,0.594896,1.147918
4.932137,3.483252,4.924368,5.798722
7.992615,5.414586,7.619584,11.256203
4.068942,2.396313,3.384718,1.733409
1.650080,1.149232,1.600765,0.700708
2.910110,2.070795,2.902578,3.241973
3.546965,2.447270,3.441995,1.780477
3.231705,2.263626,3.190430,1.668238
2.933598,1.764533,2.470486,2.073583
3.246686,2.282384,3.215113,4.058010
2.857021,1.956502,2.739534,4.362569
3.923978,2.700719,3.787401,4.526887
3.441741,2.437057,3.428325,3.691977
1.671700,1.072788,1.509552,0.821551
3.179442,2.073560,2.919989,0.334915
8.346455,5.882311,8.300299,10.121057
1.843590,1.253684,1.755508,1.522593
5.519070,3.857522,5.452728,5.986042
2.764030,1.942701,2.729894,1.860013
1.101013,0.616470,0.862674,2.259222
3.074973,2.171025,3.060804,3.419203
1.896554,1.301809,1.821341,2.114149
3.531487,2.467904,3.477187,2.690447
1.328867,0.945313,1.327750,1.336689
1.397386,0.897211,1.259799,1.688048
2.045872,1.096570,1.545872,4.397893
6.961876,4.910712,6.932520,7.133769
7.768280,5.420202,7.657588,6.040684
3.831994,2.642248,3.718157,2.430124
2.592244,1.714055,2.405757,0.239229
8.129993,5.413319,7.653657,2.683738
4.392133,3.110452,4.386838,4.292430
2.598850,1.686898,2.372250,0.676926
1.132291,0.715387,0.995049,2.081589
3.839238,2.671117,3.757327,2.527691
4.790290,3.377981,4.764756,4.094959
4.152771,2.875607,4.058438,2.211048
2.824433,1.846943,2.608161,0.771009
6.825155,4.434894,6.232565,1.396162
2.707621,1.883120,2.652464,1.722884
1.569315,1.121556,1.569192,1.591583
3.876220,2.701179,3.811322,3.360963
2.747557,1.952739,2.746850,2.620601
5.804988,4.066650,5.738659,7.115414
2.144104,1.118004,1.571616,0.170668
7.518859,5.290689,7.470074,7.142496
3.317770,2.327344,3.285032,2.450397
2.387140,1.670904,2.343856,3.004483
1.645764,1.085826,1.524319,1.100114
6.274781,4.410612,6.227277,4.881317
1.626748,1.038965,1.459957,2.179319
4.422517,2.659594,3.755541,1.154962
1.082686,0.726153,0.994258,1.168112
1.277672,0.789855,1.107180,1.593243
3.548448,2.381367,3.356304,0.308507
1.740161,1.084477,1.520880,2.155070
8.163308,5.762896,8.118376,9.521010
1.741609,1.157595,1.622749,2.998860
3.003385,1.813568,2.534654,2.214292
3.359991,2.048908,2.881901,3.859464
1.429689,0.886544,1.247864,2.137624
2.847824,1.955554,2.755382,1.362165
2.703390,1.835275,2.572036,0.877412
3.151259,2.175964,3.049283,1.541955
0.462990,0.268777,0.356686,1.250506
3.427060,2.020145,2.849322,6.452049
5.530228,3.900679,5.510280,5.269748
4.338887,3.001313,4.232674,5.753562
2.044459,1.421214,2.003380,1.257794
1.456120,0.980286,1.374517,1.265557
1.308781,0.879191,1.235406,1.442523
3.178079,2.278962,3.165485,2.517091
4.967635,3.512285,4.964579,5.499818
1.485039,0.974450,1.370913,0.258721
8.297272,5.853691,8.276163,9.883684
5.621500,3.941131,5.556430,6.555945
5.073715,3.547523,5.006546,6.568338
4.732138,3.279377,4.626302,2.265965
1.263625,0.785912,1.091779,2.157709
8.277408,5.834665,8.239854,7.955507
4.851573,3.420992,4.817902,4.437171
4.282562,2.939448,4.153468,5.911856
0.549127,0.334299,0.456828,0.423564
3.256663,2.294588,3.238045,3.373406
2.599481,1.796914,2.525639,2.473757
6.355615,4.498127,6.345900,7.202290
1.212717,0.737681,1.034423,1.991665
2.665107,1.787367,2.525458,2.612517
2.153770,1.370743,1.929526,3.638999
1.645806,1.116952,1.567777,2.649229
5.636166,3.967186,5.594299,4.234817
4.526075,3.181456,4.487716,3.383028
3.670914,2.538632,3.580866,2.237815
4.432478,2.731654,3.843652,1.753247
0.578604,0.355017,0.489545,0.635507
1.487915,1.014902,1.426007,2.302185
1.831077,1.277700,1.791423,1.886100
